tache,kind,idx,text
3,a,1,Le système génétique est affecté
3,a,2,L'absence totale des signes visuels du langage
3,a,3,Si on modifie la façon dont on les perçoit
3,a,4,Le déroulement des événements
3,a,5,Ils présentent un partage sexiste des tâches dans le couple
3,a,6,Il existerait un ordre universel de la pensée indépendant de l'ordre linguistique
3,a,7,La méfiance des propriétaires
3,a,8,L'accès réglementé à un emplacement protégé
3,a,9,L'absence de prise de décisions effectives
3,a,10,Elle permet le dépassement des normes édictées
3,a,11,L'extension d'un système de climatisation à tout un quartier
3,a,12,Il doute de l'intérêt des médias traditionnels
3,a,13,Il donne un conseil
3,a,14,Les réticences émises par la clientèle
3,a,15,Amener les spectateurs à s'émouvoir d'un quotidien douloureux
3,a,16,Les intérêts en jeu sont difficilement compatibles
3,a,17,Donner une dimension nouvelle aux lieux mis en scène
3,a,18,À minimiser les aléas
3,a,19,La méfiance des propriétaires
3,a,20,Permettre aux jeunes de découvrir un sport difficile
3,a,21,Il se réfugiait dans le dessin pour échapper à ses camarades
3,a,22,Diffuser l'art dans des endroits inattendus
3,a,23,Le déroulement des événements
3,a,24,En abandonnant les codes traditionnels du roman
3,a,25,Permet de découvrir les saveurs antillaises
3,a,26,De solliciter davantage la raison
3,a,27,Pour sortir de la crise que son économie subissait
3,a,28,Son existence doit être officialisée
3,a,29,Une analyse du contexte socio-éducatif actuel
3,a,30,La singularité de ses portraits
3,a,31,L'utilisation abusive de flashbacks
3,a,32,La 200e édition d'une émission
3,a,33,Il a du mal à se déplacer dans la foule
3,a,34,Exploiter les compétences acquises
3,a,35,Ils présentent un partage sexiste des tâches dans le couple
3,a,36,Il se sentait trop vieux pour les tournées
3,a,37,Un couple qui ne s'aime plus
3,a,38,En s'enrichissant de tous types d'apports
3,a,39,Il est indispensable de savoir s'en servir correctement
3,a,40,Elle répond à certaines règles compréhensibles
3,a,41,Le déroulement des événements
3,a,42,De satisfaire avant tout les adultes
3,a,43,Elle doit se fonder sur l'estime mutuelle
3,a,44,L'absence totale des signes visuels du langage
3,a,45,Pour sortir de la crise que son économie subissait
3,a,46,La société actuelle accepte mal qu'un enfant élevé uniquement par son père
3,a,47,Il existerait un ordre universel de la pensée indépendant de l'ordre linguistique
3,a,48,De satisfaire avant tout les adultes
3,a,49,Profiter d'un encadrement spécifique
3,a,50,Son charisme incroyable
3,a,51,De participer à l'exploration du monde numérique
3,a,52,Diffuser l'art dans des endroits inattendus
3,a,53,Dans un parc naturel
3,a,54,Il insiste sur le point de vue matériel
3,a,55,Demande à une cliente de payer l’intégralité de sa commande
3,a,56,Des passionnés de randonnée
3,a,57,"Il était déjà, en son temps, un artiste reconnu par ses pairs"
3,a,58,C’est un marqueur social
3,a,59,La société actuelle accepte mal qu’un enfant élevé uniquement par son père
3,a,60,Le raisonnement du penseur représente une entrave à la création
3,a,61,La rivalité entre les différents médias
3,a,62,Les réticences émises par la clientèle
3,a,63,Les financements publics contribuent à leur expansion
3,a,64,Elle permet le dépassement des normes édictées
3,a,65,La mise en place de la démocratie résulte d'un long processus
3,a,66,Il insiste sur le point de vue matériel
3,a,67,Ils se fixent des objectifs élevés dans ces matières
3,a,68,C'est la photographie qui est la forme d'art la moins valorisée
3,a,69,Encourager le dialogue avec le public
3,a,70,Elle permet le dépassement des normes édictées
3,a,71,L'extension d'un système de climatisation à tout un quartier.
3,a,72,Il s'indigne en estimant que les reproches faits aux consommateurs sont injustifiés.
3,a,73,Sur la pollution atmosphérique
3,a,74,La difficulté à décrire les saveurs
3,a,75,Instaurer des rapports de réciprocité
3,a,76,Les intérêts en jeu sont difficilement compatibles
3,a,77,La liberté accordée aux visiteurs
3,a,78,Aborder des œuvres réputées difficiles avec leurs élèves
3,a,79,Son charisme incroyable
3,a,80,Florence a beaucoup de travail
3,a,81,Il touche également les adultes
3,a,82,Les financements publics contribuent à leur expansion
3,a,83,Il constitue un bienfait autant qu'un problème
3,a,84,Ses œuvres se fondent dans leur environnement
3,a,85,Ils se fixent des objectifs élevés dans ces matières
3,a,86,Ils sont parfaitement à l'aise avec les derniers outils multimédias
3,a,87,L'accès réglementé à un emplacement protégé
3,a,88,À minimiser les aléas
3,a,89,Parce que l'approvisionnement en électricité est compromis
3,a,90,La quasi-absence d'héroïnes
3,a,91,La méfiance des propriétaires
3,a,92,La sagesse doit l'emporter sur la tentation
3,a,93,Ils saisissent toutes les occasions
3,a,94,Instaurer des rapports de réciprocité
3,a,95,La liberté accordée aux visiteurs
3,a,96,Il insiste sur le point de vue matériel
3,a,97,Ils se fixent des objectifs élevés dans ces matières
3,a,98,C'est la photographie qui est la forme d'art la moins valorisée
3,a,99,De participer à l'exploration du monde numérique
3,a,100,Son existence doit être officialisée
3,a,101,Lutter contre elles peut nuire à certaines libertés
3,a,102,Aborder des œuvres réputées difficiles avec leurs élèves.
3,a,103,L'innovation des procédés de production
3,a,104,De solliciter davantage la raison
3,a,105,Encourager le dialogue avec le public
3,a,106,C'est un handicap qui peut se transformer en atout
3,a,107,Attirer l'attention grâce à un coup de publicité
3,a,108,Ils se détériorent après un certain temps
3,a,109,Son charisme incroyable
3,a,110,Le changement régulier des séries
3,a,111,Développer leur esprit critique
