tache,kind,idx,text
4,a,1,La quasi-absence d’héroïnes
4,a,2,Parce qu’elle sensibilise les établissements d’enseignement aux TIC
4,a,3,De concrétiser des objectifs personnels
4,a,4,Il perturbe le processus d’acquisition des connaissances
4,a,5,Les amateurs de subtilité et de raffinement musical
4,a,6,À s’affranchir d’une histoire ancienne
4,a,7,Cette initiative coûte beaucoup trop cher
4,a,8,Pour découvrir de nouvelles références
4,a,9,Il insiste sur le point de vue matériel.
4,a,10,Il est complet.
4,a,11,Elle dessert le travail d’écriture du romancier.
4,a,12,Diagnostiquer d’éventuels déséquilibres
4,a,13,Les stratégies des consommateurs
4,a,14,Les préoccupations écologiques des industriels
4,a,15,Une frontière est apparue entre les journalistes confirmés et les autres
4,a,16,L’effervescence créatrice contrastant avec le passé
4,a,17,Le jeu des comédiens manque de puissance
4,a,18,Les dérives induites par l’amélioration du patrimoine génétique
4,a,19,Elle facilite le repérage dans l’espace
4,a,20,Concevoir des prévisions à court terme
4,a,21,Des attitudes contradictoires forgeant une identité
4,a,22,Ouvrir ses cours à un public élargi
4,a,23,Faciliter l’intégration professionnelle
4,a,24,Il fait connaître les travaux d’un écrivain
4,a,25,Il revit les souvenirs lointains dans le bureau de la maison familiale
4,a,26,Une diffusion abusive de copies illégales
4,a,27,Améliorer la cohabitation entre les habitants et les noctambules
4,a,28,Celles des lecteurs
4,a,29,La singularité de ses portraits
4,a,30,La multiplication des sources d’information
4,a,31,La concertation est la clé d’une action réussie.
4,a,32,Le discours sur la formation continue s’oppose à la réalité observée.
4,a,33,Ils sont remplacés par des pathologies professionnelles.
4,a,34,L’aisance de l’acteur qui tient le rôle principal.
4,a,35,L’expression picturale populaire existait durant l’époque gallo-romaine.
4,a,36,Elle favorise l’évolution des mentalités.
4,a,37,Il est délicat à mettre en œuvre.
4,a,38,C’est une marque de courtoisie.
4,a,39,Il s’inquiète de son usage abusif.
4,a,40,Il retrace l’improbable parcours de vie d’un ancien cancre.
4,a,41,La démesure du complexe imaginé.
4,a,42,Rendre intelligible le langage mathématique.
4,a,43,La concurrence de reportages en direct.
4,a,44,Sa robustesse.
4,a,45,Elles ont été pionnières en informatique.
4,a,46,Il explore la construction identitaire des Français.
4,a,47,Il est inutile de partir loin pour être dépaysé.
4,a,48,Se donner bonne conscience.
4,a,49,Restreindre l’impact des écrans.
4,a,50,Je percevais parfaitement la quiétude de cet instant.
4,a,51,Les employés sont attachés à l’origine des aliments.
4,a,52,Il s’enrichit des connaissances théoriques.
4,a,53,Elle favorise l’égalité des chances.
4,a,54,L’importance des agencements intérieurs.
4,a,55,Présenter des histoires positives.
4,a,56,A échapper à la banalité du quotidien.
4,a,57,À vérifier l’empathie ressentie envers les robots.
4,a,58,Les principes actuels d’organisation du travail.
4,a,59,Concevoir des lieux de vie alternatifs.
4,a,60,Elle révélerait la part de l’acquis due au groupe
4,a,61,L’émancipation des héros au cours du récit.
4,a,62,L’évolution des aptitudes mentales.
4,a,63,Elles bénéficient d’un effet de mode.
4,a,64,Il nécessite une réorganisation des lieux les plus visités.
4,a,65,L’auteur a imaginé différents scenarios.
4,a,66,Ils permettraient à des adolescents de renouer avec elle.
4,a,67,Ils éprouvent le sentiment d’être incompris.
4,a,68,Elles se justifient par des arguments fallacieux.
4,a,69,Elle a modifié l’organisation du travail.
4,a,70,Elle souligne la complexité de gérer une chose aussi insaisissable que le savoir tout en reconnaissant son importance pour la compétitivité des entreprises.
4,a,71,Des valeurs et des intentions claires.
4,a,72,Ils augmentent les ressources des municipalités.
4,a,73,Il appartient à une réflexion philosophique.
4,a,74,L’intérêt d’éviter les inconvénients liés à l’isolement.
4,a,75,D’arrêter les présentations de collections.
4,a,76,Il est facile d’attribuer une étymologie erronée à un mot.
4,a,77,Disposer de ressources multiples.
4,a,78,Il faut accepter l’évolution d’une langue.
4,a,79,Elle en explique les origines historiques
4,a,80,Elle remet en cause les théories habituelles.
4,a,81,Leur esprit belliqueux.
4,a,82,Ils étouffent le libre-arbitre.
4,a,83,Les stratégies de communication.
4,a,84,La finesse de ses raisonnements.
