tache,kind,idx,text
2,a,1,Faire la preuve de son désir de travailler
2,a,2,Leur nom s'est transformé en label de prestige
2,a,3,Des adaptations télévisées de Maupassant
2,a,4,Entreprendre une rénovation du lieu
2,a,5,C'est une réponse à des besoins alimentaires accrus
2,a,6,Les producteurs évitent de prendre des risques
2,a,7,Pour rester maître de sa vie privée
2,a,8,Une diminution de la diversité de la faune océanique
2,a,9,Gagner de l'argent pour payer leur séjour
2,a,10,Ils paraissent manipulés par une force supérieure
2,a,11,De lutter contre les imitations
2,a,12,Imite à la perfection la voix d'un enfant
2,a,13,Son succès auprès des étudiants se dégrade
2,a,14,Dormir efficacement
2,a,15,A financer les travaux du château par un don
2,a,16,La diversité des portraits présentés
2,a,17,Les gens en mangent plus que par le passé
2,a,18,Pour faire naître l'envie de s'investir dans un métier
2,a,19,L'impartialité doit être l'une des qualités principales d'un maître
2,a,20,Pour dissimuler la pauvreté des contenus
2,a,21,Envoyer des vœux de nouvel an
2,a,22,La prise en compte de l'opinion publique
2,a,23,Ils peuvent être utilisés comme outils de contrôle
2,a,24,Le triomphe d'une opinion émise par Apollinaire mais autrefois combattue
2,a,25,La fréquence de ses congénères
2,a,26,Elle aura un meilleur pouvoir d'achat sous peu
2,a,27,Les ressources en gaz à l'échelle mondiale s'accroissent
2,a,28,Une diminution de la diversité de la faune océanique.
2,a,29,La manipulation des clients par les industriels.
2,a,30,Aux hôtes du parlement.
2,a,31,Démarrer une activité professionnelle
2,a,32,Faire rêver les petits patients
2,a,33,Elle s'adresse exclusivement à une clientèle soucieuse des questions d'environnement
2,a,34,Faire prendre conscience des excès liés à leur usage
2,a,35,D'aménager des réserves restreignant la pêche
2,a,36,Les professeurs avec des compétences nécessaires sont rares
2,a,37,Intégrer des valeurs sociales et environnementales
2,a,38,Le film tombe dans les stéréotypes du genre
2,a,39,L'impartialité doit être l'une des qualités principales d'un maître
2,a,40,Mettre en commun les données
2,a,41,Il a trouvé quelque chose dans son fromage
2,a,42,Entrer en contact avec les gens
2,a,43,Pour participer à la finale d'un jeu
2,a,44,Dormir efficacement
2,a,45,Faire découvrir les formations pour devenir ingénieur
2,a,46,Il a cherché à préserver la beauté du site
2,a,47,Ils développent leur culture du goût
2,a,48,Le gaspillage de l'eau dans le réseau domestique
2,a,49,L'absence de programme politique
2,a,50,Elles croyaient voir là leurs propres peintures
2,a,51,Le remboursement de son article
2,a,52,C'est possible mais pénible
2,a,53,Montrer l'importance de la chimie dans les rapports humains
2,a,54,Il estime qu'il reste du travail à faire pour mieux préparer cette évolution
2,a,55,Il est accessible à un nombre croissant d'utilisateurs grâce à internet
2,a,56,Le jeu des interprètes
2,a,57,Elle entraîne un gain financier
2,a,58,Pour faire naître l'envie de s'investir dans un métier
2,a,59,Il transforme notre rapport au savoir
2,a,60,L'ambiguïté du néologisme « chat » à l'écrit
2,a,61,Entrer en contact avec les gens
2,a,62,Qui ont de l'expérience dans la télévente
