tache,kind,idx,text
2,q,1,"J’aimerais avoir des détails sur… À ce sujet, j’aimerais vous poser quelques questions, si vous êtes disponible."
2,q,2,"J’ai entendu parler de… et j’aimerais bien te poser quelques questions à ce sujet, si tu es disponible."
2,q,3,"Ah, super idée ! Ça me tente bien."
2,q,4,J’aime bien l’idée.
2,q,5,Ça a l’air bien.
2,q,6,Ça semble intéressant.
2,q,7,C’est intéressant.
2,q,8,C’est top !
2,q,9,C’est génial !
2,q,10,"Ah, d’accord. Je connais cet endroit."
2,q,11,"Ah, je vois !"
2,q,12,Ça semble clair.
2,q,13,Génial ! J’adore la pop.
2,q,14,"Parfait, je suis libre samedi soir."
2,q,15,"Super, je vais regarder ça tout à l’heure."
2,q,16,C’est pratique !
2,q,17,Ça donne envie !
2,q,18,Ça a l’air sympa.
2,q,19,J’ai hâte !
2,q,20,Ça va être une super soirée.
2,q,21,"Et puis, pourriez-vous me dire … ?"
2,q,22,J’aimerais aussi savoir …
2,q,23,"Concernant …, j’ai une autre question."
2,q,24,"Et pour compléter, pouvez-vous m’expliquer … ?"
2,q,25,"Ah, je vois. Et concernant la durée, j’ai une autre question : est-ce que la soirée se prolongera tard ?"
2,q,26,Génial ! Ça m’aide beaucoup. J’ai encore une question. Et quels sont les tarifs pour les participants ?
2,q,27,"Et puis, pourriez-vous me dire quels sont les dates disponibles?"
2,q,28,"Très bien. Et pour compléter, j’aimerais aussi savoir le processus d’inscription. Pouvez-vous m’expliquer quelles sont les informations à fournir ?"
2,q,29,"Ah, c’est parfait. Est-il possible de faire un cours d’essai gratuit ?"
2,q,30,C’est intéressant. Et quels sont les tarifs pour les cours individuels comparés aux cours collectifs ?
2,q,31,Je te remercie pour tes réponses. Elles m’ont beaucoup aidé ! À bientôt si j’ai d’autres besoins.
2,q,32,"Bonjour ! J’ai entendu dire que tu as changé de travail et j’envisage moi aussi de changer d’emploi. Si tu es disponible, puis-je te poser quelques questions à ce sujet ?"
2,q,33,Dans quelle entreprise travailles-tu ?
2,q,34,Quel est le domaine principal de l’entreprise ?
2,q,35,Quelle est votre mission principale ?
2,q,36,Où se trouve l’entreprise ?
2,q,37,Combien d’heures travailles-tu chaque jour ?
2,q,38,Est-ce que les horaires sont flexibles ?
2,q,39,Peut-on faire du télétravail ?
2,q,40,Combien de personnes y a-t-il dans ton équipe ?
2,q,41,Est-ce qu’ils se connaissent bien ?
2,q,42,Organisez-vous des activités en dehors du travail ?
2,q,43,Y a-t-il une cantine dans l’entreprise ?
2,q,44,Est-ce que le salaire correspond à ce que tu attendais ?
2,q,45,Y a-t-il des primes ou des avantages en plus du salaire ?
2,q,46,"Bonjour ! Je m’intéresse au rythme du travail au Canada. Si vous êtes disponible, puis-je vous poser quelques questions à ce sujet ?"
2,q,47,Est-ce qu’il y a beaucoup d’opportunités de travail pour les jeunes au Canada ?
2,q,48,Quel type de travail est le plus demandé ?
2,q,49,Quels sont les horaires de travail habituels au Canada ?
2,q,50,Est-ce que les heures supplémentaires sont courantes au Canada ?
2,q,51,Y a-t-il beaucoup de salariés étrangers ?
2,q,52,Est-ce qu’il est facile de se faire des amis au travail au Canada ?
