tache,kind,idx,text
3,a,1,"Le voyage, les aliments, les films, les livres, la musique, les musées, l’art et les langues sont tous des moyens de transmettre et de partager la culture. En regardant des films, par exemple, nous pouvons découvrir facilement des cultures différentes. Cela nous aide à mieux comprendre le monde et à avoir une vision plus complète de la réalité qui nous entoure."
3,a,2,"Quand nous avons une meilleure compréhension du monde, surtout quand nous parlons plus de langues, cela nous aide beaucoup pour trouver un travail. Dans un monde où les cultures sont très liées aujourd’hui, parler plusieurs langues veut dire que nous avons la capacité de communiquer et de collaborer avec des personnes d’autres pays. Cette compétence nous donne un grand avantage dans la compétition professionnelle."
3,a,3,"À l’école, au travail ou sur Internet, les jeunes peuvent facilement se faire des amis étrangers. Par exemple, ils aiment utiliser les réseaux pendant leur temps libre pour discuter et se divertir. En jouant en ligne ou en parlant avec des personnes sur les plateformes sociales, il devient facile d’échanger avec des amis d’autres pays et d’apprendre une nouvelle langue ou une nouvelle culture. Cela nous aide aussi à nous intégrer plus rapidement dans la vie locale."
3,a,4,"Avant, quand je cherchais mon premier travail, je parlais seulement anglais. Je cherchais pendant 6 mois pour trouver un poste/ un emploi qui n’offre que 18 dollars par heure. Après avoir travaillé pendant un an, cette entreprise a fermé. J’ai donc perdu mon travail. Heureusement, l’année dernière, je suivais un cours de français après mon travail, avec cette nouvelle compétence, j’ai trouvé assez rapidement un autre travail. En plus, ce nouveau poste m’offre 30 dollars par heure. En même temps, mes collègues qui ne parlent pas d’anglais restent toujours au chômage."
3,a,5,"Pour garder une bonne santé, nous devons généralement faire attention à deux aspects : d’une part l’activité physique, et d’autre part l’alimentation."
3,a,6,"Tout d’abord, de la côté alimentation :

Les experts disent souvent que ‘on est ce qu'on mange’. Si nous consommons régulièrement des aliments trop sucrés, gras ou salés, nous risquons des maladies cardiaques, de l'obésité, voire du diabète."
3,a,7,"Si nous suivons les conseils des nutritionnistes – comme manger chaque jour deux portions de viande, cinq de fruits et légumes et deux produits laitiers – notre corps devient plus léger et énergique."
3,a,8,"Et puis de la côté activité physique :

Aujourd'hui, les jeunes restent souvent assis longtemps, se couchent tard et abusent des écrans, ce qui augmente fortement les problèmes de vue et de dos. xx provoquent des maladies à la tête…"
3,a,9,"Nous aimons aussi faire la fête tard, boire ou fumer : toutes ces habitudes nuisent à la santé."
3,a,10,"De l’autre côté, étudier/ travailler/ jouer pendant trop longtemps réduit notre temps pour faire de l’exercice : la plupart d'entre nous ne font pas de sport régulièrement, ce qui empêche de garder un corps jeune et en forme."
3,a,11,"Quand nous ne nous sentons pas bien, notre travail, nos études et notre vie quotidienne sont aussi touchés négativement. Cela peut également nous apporter un stress mental plus important."
3,a,12,"Une personne est comme un téléphone portable et la santé mentale est comme sa mémoire. Bien que la mauvaise humeur et la pression ne soient pas visibles, elles occupent la mémoire. Il doit être nettoyé de temps en temps. Sinon, le téléphone va bientôt subir le dommage."
3,a,13,"La situation s'est aggravée avec la pandémie: l'économie mondiale a reculé, et toutes les entreprises, grandes ou petites, ont souffert. Pour les gens ordinaires comme nous, la hausse des prix partout et les risques de chômage rendent la vie très difficile."
3,a,14,"Prenons un exemple concret: Nos courses alimentaires coûtaient environ 300$ par semaine en 2019. Aujourd'hui, il faut au moins 600$ pour la même quantité... et la qualité n'est pas meilleure! Malheureusement, nos salaires n'ont pas doublé comme les prix."
3,a,15,"Certains jeunes diplômés (comme moi) ne trouvent aucun emploi stable et doivent accepter des petits boulots en supermarché ou restaurant pour payer leur loyer. D'autres, des travailleurs expérimentés, voient leur entreprise fermer. Ils sont au chômage ou risquent d'être au chômage, obligés de prendre des postes moins payés qu'avant."
