tache,kind,idx,text
3,a,1,L’attitude des touristes accélère sa dégradation.
3,a,2,C’est un temps de découverte et l’humanité.
3,a,3,C’est à la fois un restaurant et une galerie d’art.
3,a,4,À orienter la recherche en prenant la nature comme modèle.
3,a,5,Ils sont à l’origine de créations d’emplois.
3,a,6,Ils répondent à ses convictions.
3,a,7,À créer une échelle lisible de classification des élèves.
3,a,8,Du bon vouloir du client.
3,a,9,Elle met en danger le marché du travail.
3,a,10,Les comportements machistes perdurent dans l’univers sportif.
3,a,11,Un aménagement territorial en fonction des données météorologiques.
3,a,12,De l’absurdité qu’il y a valorisé leur manque de culture scientifique.
3,a,13,La tenue vestimentaire influence l’état psychologique.
3,a,14,Ils sont tentés par les dépenses.
3,a,15,L’aspect magique de la métamorphose de la matière.
3,a,16,Donner des conseils de préparation.
3,a,17,Le besoin de ressembler aux autres.
3,a,18,La qualité croissante des résultats.
3,a,19,L’absence de formation sur l’élaboration d’un budget.
3,a,20,Elles ont été revendues.
3,a,21,En observant divers types d’interlocuteurs.
3,a,22,Le paradoxe : elle expose une absence d’œuvres.
3,a,23,Il met en doute l’interprétation des résultats.
3,a,24,C’est un symbole fort de cette province.
3,a,25,À créer une échelle lisible de classification des élèves.
3,a,26,Manger plus léger sans changer ses habitudes.
3,a,27,La mise en relief des formules figées de la langue.
3,a,28,Déterminer les nouveaux enjeux du théâtre.
3,a,29,De prendre ouvertement position dans des rivalités internes.
3,a,30,Des circuits de distribution courts.
3,a,31,D’un appel à projets imaginaires.
3,a,32,D’une histoire familiale.
3,a,33,Ils nagent en plein air dans la capitale.
3,a,34,De la reprise d’une œuvre.
3,a,35,Ils sont à l’origine de créations d’emplois.
3,a,36,Il considère que le phénomène doit être analysé.
3,a,37,Il contrôle rigoureusement toutes les formalités de garantie.
3,a,38,La tenue vestimentaire influence l’état psychologique.
3,a,39,Elle offre une expérience à un public de tous âges.
3,a,40,L’assujettissement insidieux des mineurs.
3,a,41,Une modernisation des procédures d’emprunt des documents.
3,a,42,Elle crée des besoins pour réutiliser de vieux remèdes.
3,a,43,Un service de livraison express du courrier.
3,a,44,C’est un temps de découverte et d’humanité.
3,a,45,Elles appuient leur gestion sur la concertation.
3,a,46,Les discussions s’annoncent longues et difficiles.
3,a,47,Inciter les usagers à pratiquer d’autres modes de déplacement.
3,a,48,Trouver des solutions aux difficultés quotidiennes.
3,a,49,Un service de livraison express du courrier.
3,a,50,Elles ont été revendues.
3,a,51,Les responsables de petites entreprises.
3,a,52,Comme le reflet d’un caractère authentique.
3,a,53,Ils prennent en considération le facteur social.
3,a,54,La violence est indépendante de la densité humaine.
3,a,55,Pour s’acheter une maison.
3,a,56,Montrer la variété de la langue française.
3,a,57,Laisser l’élève progresser à son rythme en l’accompagnant patiemment.
3,a,58,Contrôler l’aptitude à la conduite d’une certaine catégorie d’usagers.
3,a,59,Exploiter différemment les terres endommagées.
3,a,60,C’est un symbole fort de cette province.
3,a,61,Il a besoin d’être perfectionné.
3,a,62,Elle confirme une théorie ancienne.
3,a,63,Elle est dans l’innovation constante.
3,a,64,Elle représente une solution d’avenir.
3,a,65,Pour conserver la trace du patrimoine architectural.
3,a,66,Ils programment les mêmes musiciens.
3,a,67,Il permet d’entrer en relation avec les autres.
3,a,68,La question est préoccupante pour les plus jeunes.
3,a,69,Le manque d’estime de soi.
3,a,70,En s’engageant comme citoyenne.
3,a,71,La filière aquacole fragilise l’équilibre alimentaire mondial.
3,a,72,La perte de son emploi.
3,a,73,Un album de souvenirs personnels.
3,a,74,La surabondance de sollicitations.
3,a,75,Ils nagent en plein air dans la capitale.
3,a,76,Parce qu’elle connaît la discipline dont il faut faire preuve pour bien jouer.
3,a,77,Une optimisation du confort auditif par des sons personnalisables.
3,a,78,La perte de sa liberté intellectuelle.
3,a,79,Il y a eu une panne d’électricité dans le métro.
3,a,80,Il rappelle à l’ordre un employé.
3,a,81,L’essor du travail féminin.
3,a,82,Les jeunes diplômés privilégient le travail en milieu urbain.
3,a,83,Promouvoir la campagne comme destination touristique.
3,a,84,Des professionnels de santé et des utilisateurs vérifient les notices.
3,a,85,D’un appel à projets imaginaires.
3,a,86,Elle confirme une théorie ancienne.
3,a,87,Les discussions s’annoncent longues et difficiles.
3,a,88,C’est à la fois un restaurant et une galerie d’art.
3,a,89,Une littérature portée sur l’interdisciplinarité.
3,a,90,Optimiser l’utilisation des appareils.
3,a,91,Il permet d’entrer en relation avec les autres.
3,a,92,De sorties originales.
3,a,93,De côtoyer des coutumes différentes.
3,a,94,Ils sont à l’origine de créations d’emplois.
3,a,95,La filière aquacole fragilise l’équilibre alimentaire mondial.
3,a,96,Établir des priorités s’avère être très difficile.
3,a,97,Du bon vouloir du client.
3,a,98,Elle confirme une théorie ancienne.
3,a,99,Il a intégré l’étude de la presse à ses programmes.
3,a,100,Des recettes ont été baptisées en l’honneur de clients réputés.
3,a,101,Elle s’applique très rarement au travail.
3,a,102,De l’absurdité qu’il y a à valoriser leur manque de culture scientifique.
3,a,103,Ils sont encouragés lors de leur apprentissage.
3,a,104,À la difficulté de se retrouver dans un même lieu.
3,a,105,Il a intégré l’étude de la presse à ses programmes.
3,a,106,Elle cherche à privilégier le travail avec des entreprises françaises.
3,a,107,Elle crée des besoins pour réutiliser de vieux remèdes.
3,a,108,Elle critique la fiabilité des méthodes d’investigation utilisées.
3,a,109,Un album de souvenirs personnels.
3,a,110,Journaliste.
3,a,111,En observant divers types d’interlocuteurs.
3,a,112,Sur l’utilisation des recettes fiscales pour régler la dette.
3,a,113,La qualité croissante des résultats.
3,a,114,La construction d’un édifice emblématique.
3,a,115,Obtenir un statut professionnel officiel pour les biffins.
3,a,116,La question est préoccupante pour les plus jeunes.
3,a,117,Les jeunes diplômés privilégient le travail en milieu urbain.
3,a,118,Les pratiques de pêcheurs.
3,a,119,La seule visée de cet enseignement est d’initier les enfants à la langue.
3,a,120,Elle est encadrée par des normes strictes.
3,a,121,Adopter un mode de vie collectif responsable.
3,a,122,D’un appel à projets imaginaires.
3,a,123,Elle est dans l’innovation constante.
3,a,124,Donner des conseils de préparation.
3,a,125,Elle enrichit les rapports humains.
3,a,126,La qualité croissante des résultats.
3,a,127,Établir un certificat médical.
3,a,128,L’absence de formation sur l’élaboration d’un budget.
3,a,129,Elles permettent à la société de fonctionner.
3,a,130,Le temps nécessaire pour découvrir la cachette.
3,a,131,Leur manque d’investissement dans des actions à caractère social.
3,a,132,L’intérêt principal de sa mise en place a disparu.
3,a,133,Il contrôle rigoureusement toutes les formalités de garantie.
3,a,134,Montrer la variété de la langue française.
3,a,135,Il enrichit les relations humaines.
3,a,136,Ses lecteurs sont encouragés à réfléchir.
3,a,137,De permettre aux jeunes de parler de leur chagrin.
3,a,138,De l’absurdité qu’il y a à valoriser leur manque de culture scientifique.
3,a,139,Il permet d’entrer en relation avec les autres.
3,a,140,La question est préoccupante pour les plus jeunes.
3,a,141,Le manque d’estime de soi.
3,a,142,Pour conserver la trace du patrimoine architectural.
3,a,143,Ils sont à l’origine de créations d’emplois.
3,a,144,La perte de sa liberté intellectuelle.
3,a,145,D’un appel à projets imaginaires.
3,a,146,D’une histoire familiale.
3,a,147,Ils nagent en plein air dans la capitale.
3,a,148,Sur l’utilisation des recettes fiscales pour régler la dette.
3,a,149,Exercer une activité intellectuellement enrichissante.
3,a,150,De rejeter les résultats des dernières recherches.
3,a,151,Du bon vouloir du client.
3,a,152,Elle confirme une théorie ancienne.
3,a,153,Il enrichit les relations humaines.
3,a,154,En s’engageant comme citoyenne.
3,a,155,L’intérêt de partager des services.
3,a,156,Les interventions nécessaires des États dans l’économie.
3,a,157,Accompagner les clients dans une démarche d’achat responsable.
3,a,158,La surabondance de sollicitations.
3,a,159,Les discussions s’annoncent longues et difficiles.
3,a,160,Elle offre des postes épanouissants quoique peu rémunérateurs.
3,a,161,Elle permet de faire évoluer le regard des jeunes sur l’école.
3,a,162,Les habitants sont indifférents à l’une des richesses du Québec.
3,a,163,Journaliste.
3,a,164,Étudier les trajectoires des déchets cosmiques.
3,a,165,Le manque d’estime de soi.
3,a,166,Elle possède un nom inapproprié.
3,a,167,Sa clientèle s’est diversifiée.
3,a,168,C’est un symbole fort de cette province.
3,a,169,D’organiser des repas collectifs dans un lieu inhabituel.
3,a,170,Étudier les trajectoires des déchets cosmiques.
3,a,171,Le français a trouvé sa place au carrefour du pluralisme linguistique.
3,a,172,Les jeunes diplômés privilégient le travail en milieu urbain.
3,a,173,La qualité croissante des résultats.
3,a,174,On multiplie l’utilisation de parfums artificiels.
3,a,175,L’absence de formation sur l’élaboration d’un budget.
3,a,176,L’attitude des touristes accélère sa dégradation.
3,a,177,Elle peut rompre les branches.
3,a,178,Ils nagent en plein air dans la capitale.
3,a,179,De la reprise d’une œuvre.
3,a,180,Pour conserver la trace du patrimoine architectural.
3,a,181,Il bavarde régulièrement avec son voisin anglais.
3,a,182,La surabondance de sollicitations.
3,a,183,De prendre part à des expéditions scientifiques.
3,a,184,Pour s’imprégner des rencontres effectuées.
3,a,185,Exercer une activité intellectuellement enrichissante.
3,a,186,Une interprétation sincère.
3,a,187,Elle l’a laissée complètement indifférente.
3,a,188,D’une histoire familiale.
3,a,189,C’est à la fois un restaurant et une galerie d’art.
3,a,190,La traduction était partielle.
3,a,191,La perte de sa liberté intellectuelle.
3,a,192,Il a été découvert en Amérique avant d’être introduit en France.
3,a,193,Il a besoin d’être perfectionné.
3,a,194,La tenue vestimentaire influence l’état psychologique.
3,a,195,Les discussions s’annoncent longues et difficiles.
3,a,196,Sur l’utilisation des recettes fiscales pour régler la dette.
3,a,197,Une optimisation du confort auditif par des sons personnalisables.
3,a,198,La violence est indépendante de la densité humaine.
3,a,199,Il a besoin d’être perfectionné.
3,a,200,Étudier les trajectoires des déchets cosmiques.
3,a,201,Le manque d’estime de soi.
3,a,202,Comme le reflet d’un caractère authentique.
3,a,203,Ils prennent en considération le facteur social.
3,a,204,La violence est indépendante de la densité humaine.
3,a,205,Ils sont tentés par les dépenses.
3,a,206,Il préfère intervenir après la fin du match.
3,a,207,Les copies gratuites de fichiers musicaux sur Internet.
3,a,208,Il a des répercussions jusque dans le quotidien des Québécois.
3,a,209,Ils émettent quelques réserves sur leur intégration.
3,a,210,Les habitants sont indifférents à l’une des richesses du Québec.
