tache,kind,idx,text
1,a,1,La communication avec ses clients.
1,a,2,De cinéma.
1,a,3,Pour modifier une commande.
1,a,4,L’annulation d’un cours.
1,a,5,Elle passe ses congés dans la région.
1,a,6,Le contact avec les élèves.
1,a,7,Vérifier si un courrier est bien arrivé.
1,a,8,Les difficultés en cas d’échange.
1,a,9,Les conditions de recrutement sont plus difficiles aujourd’hui.
1,a,10,Il est tombé dans son escalier.
1,a,11,De vivre chez quelqu’un.
1,a,12,Du dernier film qu’elles ont vu.
1,a,13,Créer occasion de se retrouver en famille.
1,a,14,Remettre un vêtement au vestiaire.
1,a,15,D’essayer un vêtement près du corps.
1,a,16,À un décorateur.
1,a,17,De déjeuner ensemble.
1,a,18,Pratiquer régulièrement un sport.
1,a,19,Elle est située dans une rue bruyante.
1,a,20,Il a été très agréablement surpris.
1,a,21,Manger en plein air.
1,a,22,Elle n’existe plus depuis un moment.
1,a,23,Pour parler de sa ville.
1,a,24,À quel moment il pourra poser des congés.
1,a,25,Pour savoir quand il aura son carnet de chèques.
1,a,26,Pour proposer un service.
1,a,27,Il se rendra au théâtre.
1,a,28,Pour un renseignement.
1,a,29,Obtenir un logement.
1,a,30,S’entretenir avec un enseignant.
1,a,31,Leur collègue.
1,a,32,Il a trouvé qu’il y avait trop de visiteurs.
1,a,33,Passer le mois de juillet à Montpellier.
1,a,34,Elle aurait aimé faire du tourisme.
1,a,35,Parce que c’est inadapté à ses besoins.
1,a,36,Favoriser l’intégration des étrangers.
1,a,37,Monsieur Dupont a téléphoné et veut vous voir.
1,a,38,Monter à pied.
1,a,39,Manger en plein air.
1,a,40,Un studio en ville.
1,a,41,Pour réparer des équipements informatiques.
1,a,42,Un manque d’activités de plein air.
1,a,43,Prévenir d’un danger.
1,a,44,Son ami est définitivement employé dans la société où il travaille.
1,a,45,De déjeuner ensemble.
1,a,46,Au cinéma.
1,a,47,De réserver rapidement.
1,a,48,Elle sait soigner les animaux sauvages.
1,a,49,En regardant jouer ses proches.
1,a,50,Pour réparer des équipements informatiques.
1,a,51,Il aura lieu plus tard dans le semestre.
1,a,52,Vérifier si un courrier est bien arrivé.
1,a,53,Elle a été victime d’un vol.
1,a,54,Les départs sont nombreux.
1,a,55,Elle est située dans une rue bruyante.
1,a,56,Se mettre directement en contact avec l’université.
1,a,57,Créer l’occasion de se retrouver en famille.
1,a,58,Pour réparer des équipements informatiques.
1,a,59,L’accroissement de la population.
1,a,60,À quel moment il pourra poser des congés.
1,a,61,C’est une destination inadaptée pour les plus jeunes.
1,a,62,Pour proposer un service.
1,a,63,Il manque d’expérience.
1,a,64,Il sera en vacances.
1,a,65,Il baisse le volume.
1,a,66,Monter à pied.
1,a,67,La mission est sans intérêt.
1,a,68,Elle n’a pas eu l’appel espéré.
1,a,69,Il aura lieu plus tard dans le semestre.
1,a,70,Devoir partir en voiture.
1,a,71,Les difficultés en cas d’échange.
1,a,72,Le recrutement se fonde sur l’expérience.
1,a,73,Elle doit rappeler plus tard.
1,a,74,S’entretenir avec un enseignant.
1,a,75,Elle passe ses congés dans la région.
1,a,76,Un studio en ville.
1,a,77,Elle fait confiance à son guide.
1,a,78,Un propriétaire d’appartement.
1,a,79,Devoir partir en voiture.
1,a,80,Parce que c’est inadapté à ses besoins.
1,a,81,Elles ont vu un film au cinéma.
1,a,82,De vacances en famille.
1,a,83,L’annulation d’un cours.
1,a,84,Travailler toute la journée.
1,a,85,De partir ensemble à l’étranger.
1,a,86,Monter d’un étage.
1,a,87,Elles vont rendre visite à une amie.
